Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
15	Spectrogram 1	1	39.0	42.0	0	15000	Red-throated Loon	retloo	0.1529	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	39.0
16	Spectrogram 1	1	45.0	48.0	0	15000	Gray Wolf	t-11032766	0.9522	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	45.0
17	Spectrogram 1	1	45.0	48.0	0	15000	Coyote	t-11031961	0.7719	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	45.0
18	Spectrogram 1	1	48.0	51.0	0	15000	Gray Wolf	t-11032766	0.1604	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	48.0
19	Spectrogram 1	1	48.0	51.0	0	15000	Coyote	t-11031961	0.1438	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	48.0
20	Spectrogram 1	1	48.0	51.0	0	15000	Engine	engine	0.1029	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	48.0
21	Spectrogram 1	1	57.0	60.0	0	15000	Coyote	t-11031961	0.1104	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	57.0
22	Spectrogram 1	1	60.0	63.0	0	15000	Galapagos Petrel	galpet	0.1233	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	60.0
23	Spectrogram 1	1	66.0	69.0	0	15000	Coyote	t-11031961	0.8060	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	66.0
24	Spectrogram 1	1	66.0	69.0	0	15000	Gray Wolf	t-11032766	0.1290	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	66.0
25	Spectrogram 1	1	75.0	78.0	0	15000	Common Loon	comloo	0.4288	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	75.0
26	Spectrogram 1	1	78.0	81.0	0	15000	Coyote	t-11031961	0.7356	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	78.0
27	Spectrogram 1	1	78.0	81.0	0	15000	Gray Wolf	t-11032766	0.1055	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	78.0
28	Spectrogram 1	1	81.0	84.0	0	15000	Coyote	t-11031961	0.2099	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	81.0
29	Spectrogram 1	1	81.0	84.0	0	15000	Gray Wolf	t-11032766	0.2091	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	81.0
30	Spectrogram 1	1	87.0	90.0	0	15000	Engine	engine	0.1017	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	87.0
31	Spectrogram 1	1	93.0	96.0	0	15000	Coyote	t-11031961	0.1124	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	93.0
32	Spectrogram 1	1	96.0	99.0	0	15000	Galapagos Petrel	galpet	0.2797	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	96.0
33	Spectrogram 1	1	99.0	102.0	0	15000	Coyote	t-11031961	0.4497	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	99.0
34	Spectrogram 1	1	102.0	105.0	0	15000	Mountain Plover	mouplo	0.1532	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	102.0
35	Spectrogram 1	1	105.0	108.0	0	15000	Coyote	t-11031961	0.9722	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	105.0
36	Spectrogram 1	1	108.0	111.0	0	15000	Galapagos Petrel	galpet	0.1371	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	108.0
37	Spectrogram 1	1	114.0	117.0	0	15000	Western Screech-Owl	wesowl1	0.1883	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	114.0
38	Spectrogram 1	1	117.0	120.0	0	15000	Gray Wolf	t-11032766	0.9268	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	117.0
39	Spectrogram 1	1	117.0	120.0	0	15000	Coyote	t-11031961	0.8084	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	117.0
40	Spectrogram 1	1	120.0	123.0	0	15000	Coyote	t-11031961	0.8118	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	120.0
41	Spectrogram 1	1	120.0	123.0	0	15000	Gray Wolf	t-11032766	0.5674	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	120.0
42	Spectrogram 1	1	120.0	123.0	0	15000	Tundra Swan	tunswa	0.2320	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	120.0
43	Spectrogram 1	1	126.0	129.0	0	15000	Coyote	t-11031961	0.6524	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	126.0
44	Spectrogram 1	1	126.0	129.0	0	15000	Gray Wolf	t-11032766	0.3691	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	126.0
45	Spectrogram 1	1	129.0	132.0	0	15000	Galapagos Petrel	galpet	0.3214	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	129.0
46	Spectrogram 1	1	135.0	138.0	0	15000	Coyote	t-11031961	0.5226	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	135.0
47	Spectrogram 1	1	135.0	138.0	0	15000	Gray Wolf	t-11032766	0.2125	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	135.0
48	Spectrogram 1	1	138.0	141.0	0	15000	Galapagos Petrel	galpet	0.3381	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	138.0
49	Spectrogram 1	1	147.0	150.0	0	15000	Coyote	t-11031961	0.6249	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	147.0
50	Spectrogram 1	1	147.0	150.0	0	15000	Gray Wolf	t-11032766	0.5830	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	147.0
51	Spectrogram 1	1	147.0	150.0	0	15000	Tundra Swan	tunswa	0.3045	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	147.0
52	Spectrogram 1	1	150.0	153.0	0	15000	Gray Wolf	t-11032766	0.6982	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	150.0
53	Spectrogram 1	1	150.0	153.0	0	15000	Coyote	t-11031961	0.3602	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	150.0
54	Spectrogram 1	1	156.0	159.0	0	15000	Coyote	t-11031961	0.9428	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	156.0
55	Spectrogram 1	1	156.0	159.0	0	15000	Gray Wolf	t-11032766	0.5221	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	156.0
56	Spectrogram 1	1	159.0	162.0	0	15000	Little Owl	litowl1	0.2569	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	159.0
57	Spectrogram 1	1	159.0	162.0	0	15000	Coyote	t-11031961	0.1459	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	159.0
58	Spectrogram 1	1	162.0	165.0	0	15000	Gray Wolf	t-11032766	0.9415	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	162.0
59	Spectrogram 1	1	162.0	165.0	0	15000	Coyote	t-11031961	0.5972	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	162.0
60	Spectrogram 1	1	168.0	171.0	0	15000	Asian Barred Owlet	asbowl1	0.1085	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	168.0
61	Spectrogram 1	1	171.0	174.0	0	15000	Engine	engine	0.3070	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	171.0
62	Spectrogram 1	1	174.0	177.0	0	15000	Coyote	t-11031961	0.3842	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	174.0
63	Spectrogram 1	1	180.0	183.0	0	15000	Gray Wolf	t-11032766	0.3418	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	180.0
64	Spectrogram 1	1	180.0	183.0	0	15000	Dog	dogdog	0.2799	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	180.0
65	Spectrogram 1	1	180.0	183.0	0	15000	Coyote	t-11031961	0.1302	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	180.0
66	Spectrogram 1	1	180.0	183.0	0	15000	Engine	engine	0.1028	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	180.0
67	Spectrogram 1	1	183.0	186.0	0	15000	Engine	engine	0.3324	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	183.0
68	Spectrogram 1	1	186.0	189.0	0	15000	Engine	engine	0.2879	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	186.0
69	Spectrogram 1	1	186.0	189.0	0	15000	Galapagos Petrel	galpet	0.1708	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	186.0
70	Spectrogram 1	1	186.0	189.0	0	15000	Spotted Crake	spocra1	0.1075	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	186.0
71	Spectrogram 1	1	189.0	192.0	0	15000	Coyote	t-11031961	0.8822	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	189.0
72	Spectrogram 1	1	189.0	192.0	0	15000	Gray Wolf	t-11032766	0.1270	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	189.0
73	Spectrogram 1	1	192.0	195.0	0	15000	Gray Wolf	t-11032766	0.4540	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	192.0
74	Spectrogram 1	1	192.0	195.0	0	15000	Coyote	t-11031961	0.1411	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	192.0
75	Spectrogram 1	1	192.0	195.0	0	15000	Southern Boobook	souboo8	0.1051	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	192.0
76	Spectrogram 1	1	195.0	198.0	0	15000	Gray Wolf	t-11032766	0.1146	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	195.0
77	Spectrogram 1	1	198.0	201.0	0	15000	Coyote	t-11031961	0.4904	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	198.0
78	Spectrogram 1	1	198.0	201.0	0	15000	Gray Wolf	t-11032766	0.1118	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	198.0
79	Spectrogram 1	1	204.0	207.0	0	15000	Galapagos Petrel	galpet	0.3381	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	204.0
80	Spectrogram 1	1	207.0	210.0	0	15000	Gray Wolf	t-11032766	0.5166	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	207.0
81	Spectrogram 1	1	207.0	210.0	0	15000	Coyote	t-11031961	0.1719	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	207.0
82	Spectrogram 1	1	210.0	213.0	0	15000	Engine	engine	0.1214	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	210.0
83	Spectrogram 1	1	216.0	219.0	0	15000	American Bullfrog	t-11113588	0.1542	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	216.0
84	Spectrogram 1	1	216.0	219.0	0	15000	Dog	dogdog	0.1389	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	216.0
85	Spectrogram 1	1	216.0	219.0	0	15000	Gray Wolf	t-11032766	0.1081	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	216.0
86	Spectrogram 1	1	219.0	222.0	0	15000	Gray Wolf	t-11032766	0.7636	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	219.0
87	Spectrogram 1	1	219.0	222.0	0	15000	Coyote	t-11031961	0.5456	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	219.0
88	Spectrogram 1	1	222.0	225.0	0	15000	Gray Wolf	t-11032766	0.3457	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	222.0
89	Spectrogram 1	1	222.0	225.0	0	15000	Engine	engine	0.1223	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	222.0
90	Spectrogram 1	1	225.0	228.0	0	15000	Galapagos Petrel	galpet	0.1024	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	225.0
91	Spectrogram 1	1	228.0	231.0	0	15000	Gray Wolf	t-11032766	0.1977	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	228.0
92	Spectrogram 1	1	228.0	231.0	0	15000	Coyote	t-11031961	0.1102	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	228.0
93	Spectrogram 1	1	231.0	234.0	0	15000	Coyote	t-11031961	0.8956	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	231.0
94	Spectrogram 1	1	231.0	234.0	0	15000	Gray Wolf	t-11032766	0.3411	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	231.0
95	Spectrogram 1	1	231.0	234.0	0	15000	Common Loon	comloo	0.1634	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	231.0
96	Spectrogram 1	1	237.0	240.0	0	15000	Gray Wolf	t-11032766	0.1332	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	237.0
97	Spectrogram 1	1	240.0	243.0	0	15000	Mountain Plover	mouplo	0.1087	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	240.0
98	Spectrogram 1	1	243.0	246.0	0	15000	Coyote	t-11031961	0.2159	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	243.0
99	Spectrogram 1	1	252.0	255.0	0	15000	Coyote	t-11031961	0.2093	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	252.0
100	Spectrogram 1	1	255.0	258.0	0	15000	Engine	engine	0.2973	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	255.0
101	Spectrogram 1	1	255.0	258.0	0	15000	Gray Wolf	t-11032766	0.1504	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	255.0
102	Spectrogram 1	1	255.0	258.0	0	15000	Dog	dogdog	0.1319	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	255.0
103	Spectrogram 1	1	258.0	261.0	0	15000	Tawny Owl	tawowl1	0.6848	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	258.0
104	Spectrogram 1	1	267.0	270.0	0	15000	Galapagos Petrel	galpet	0.1038	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	267.0
105	Spectrogram 1	1	273.0	276.0	0	15000	Gray Wolf	t-11032766	0.1864	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	273.0
106	Spectrogram 1	1	276.0	279.0	0	15000	Gray Wolf	t-11032766	0.6537	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	276.0
107	Spectrogram 1	1	276.0	279.0	0	15000	Coyote	t-11031961	0.1900	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	276.0
108	Spectrogram 1	1	279.0	282.0	0	15000	Coyote	t-11031961	0.4348	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	279.0
109	Spectrogram 1	1	279.0	282.0	0	15000	Gray Wolf	t-11032766	0.2890	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	279.0
110	Spectrogram 1	1	282.0	285.0	0	15000	Coyote	t-11031961	0.5754	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	282.0
111	Spectrogram 1	1	282.0	285.0	0	15000	Tundra Swan	tunswa	0.2512	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	282.0
112	Spectrogram 1	1	285.0	288.0	0	15000	Galapagos Petrel	galpet	0.1113	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	285.0
