Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
15	Spectrogram 1	1	66.0	69.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9236	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	66.0
16	Spectrogram 1	1	69.0	72.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9268	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	69.0
17	Spectrogram 1	1	75.0	78.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9776	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	75.0
18	Spectrogram 1	1	78.0	81.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9344	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	78.0
19	Spectrogram 1	1	84.0	87.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.8771	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	84.0
20	Spectrogram 1	1	90.0	93.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.7700	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	90.0
21	Spectrogram 1	1	93.0	96.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9311	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	93.0
22	Spectrogram 1	1	96.0	99.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.1023	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	96.0
23	Spectrogram 1	1	99.0	102.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9524	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	99.0
24	Spectrogram 1	1	105.0	108.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9670	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	105.0
25	Spectrogram 1	1	114.0	117.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.7600	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	114.0
26	Spectrogram 1	1	117.0	120.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9301	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	117.0
27	Spectrogram 1	1	120.0	123.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9609	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	120.0
28	Spectrogram 1	1	123.0	126.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.8234	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	123.0
29	Spectrogram 1	1	126.0	129.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9073	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	126.0
30	Spectrogram 1	1	132.0	135.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9049	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	132.0
31	Spectrogram 1	1	135.0	138.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9332	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	135.0
32	Spectrogram 1	1	141.0	144.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.8039	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	141.0
33	Spectrogram 1	1	147.0	150.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9438	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	147.0
34	Spectrogram 1	1	150.0	153.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.8631	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	150.0
35	Spectrogram 1	1	153.0	156.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.8793	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	153.0
36	Spectrogram 1	1	156.0	159.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9919	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	156.0
37	Spectrogram 1	1	159.0	162.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9494	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	159.0
38	Spectrogram 1	1	162.0	165.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9281	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	162.0
39	Spectrogram 1	1	165.0	168.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.1482	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	165.0
40	Spectrogram 1	1	168.0	171.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9270	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	168.0
41	Spectrogram 1	1	171.0	174.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.5708	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	171.0
42	Spectrogram 1	1	174.0	177.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9390	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	174.0
43	Spectrogram 1	1	189.0	192.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9058	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	189.0
44	Spectrogram 1	1	198.0	201.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9363	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	198.0
45	Spectrogram 1	1	201.0	204.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.1299	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	201.0
46	Spectrogram 1	1	213.0	216.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.8385	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	213.0
47	Spectrogram 1	1	219.0	222.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9611	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	219.0
48	Spectrogram 1	1	225.0	228.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.1685	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	225.0
49	Spectrogram 1	1	228.0	231.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.1289	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	228.0
50	Spectrogram 1	1	231.0	234.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9822	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	231.0
51	Spectrogram 1	1	246.0	249.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9308	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	246.0
52	Spectrogram 1	1	249.0	252.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.8561	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	249.0
53	Spectrogram 1	1	252.0	255.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.7957	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	252.0
54	Spectrogram 1	1	258.0	261.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9271	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	258.0
55	Spectrogram 1	1	261.0	264.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.7912	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	261.0
56	Spectrogram 1	1	264.0	267.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9435	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	264.0
57	Spectrogram 1	1	270.0	273.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.5173	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	270.0
58	Spectrogram 1	1	273.0	276.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.1275	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	273.0
59	Spectrogram 1	1	282.0	285.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9489	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	282.0
60	Spectrogram 1	1	291.0	294.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.8183	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	291.0
61	Spectrogram 1	1	294.0	297.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9200	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	294.0
62	Spectrogram 1	1	297.0	300.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.3138	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	297.0
