Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
20	Spectrogram 1	1	99.0	102.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9778	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	99.0
21	Spectrogram 1	1	105.0	108.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9935	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	105.0
22	Spectrogram 1	1	114.0	117.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.7992	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	114.0
23	Spectrogram 1	1	117.0	120.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9094	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	117.0
24	Spectrogram 1	1	120.0	123.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9857	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	120.0
25	Spectrogram 1	1	123.0	126.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.8577	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	123.0
26	Spectrogram 1	1	126.0	129.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9213	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	126.0
27	Spectrogram 1	1	132.0	135.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9770	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	132.0
28	Spectrogram 1	1	135.0	138.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9804	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	135.0
29	Spectrogram 1	1	141.0	144.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9214	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	141.0
30	Spectrogram 1	1	147.0	150.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9879	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	147.0
31	Spectrogram 1	1	150.0	153.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9500	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	150.0
32	Spectrogram 1	1	153.0	156.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9539	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	153.0
33	Spectrogram 1	1	156.0	159.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9942	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	156.0
34	Spectrogram 1	1	159.0	162.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9918	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	159.0
35	Spectrogram 1	1	162.0	165.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9648	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	162.0
36	Spectrogram 1	1	168.0	171.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9616	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	168.0
37	Spectrogram 1	1	171.0	174.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.2112	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	171.0
38	Spectrogram 1	1	174.0	177.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9227	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	174.0
39	Spectrogram 1	1	189.0	192.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9201	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	189.0
40	Spectrogram 1	1	198.0	201.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9826	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	198.0
41	Spectrogram 1	1	213.0	216.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.7744	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	213.0
42	Spectrogram 1	1	219.0	222.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9911	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	219.0
43	Spectrogram 1	1	231.0	234.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9960	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	231.0
44	Spectrogram 1	1	246.0	249.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9552	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	246.0
45	Spectrogram 1	1	249.0	252.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9525	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	249.0
46	Spectrogram 1	1	252.0	255.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9240	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	252.0
47	Spectrogram 1	1	258.0	261.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9777	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	258.0
48	Spectrogram 1	1	261.0	264.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9137	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	261.0
49	Spectrogram 1	1	264.0	267.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9720	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	264.0
50	Spectrogram 1	1	270.0	273.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.3996	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	270.0
51	Spectrogram 1	1	282.0	285.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9502	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	282.0
52	Spectrogram 1	1	291.0	294.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9378	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	291.0
53	Spectrogram 1	1	294.0	297.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.9697	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	294.0
54	Spectrogram 1	1	297.0	300.0	0	15000	latrans Coyote	Canis_latrans Coyote	0.1143	/Users/amy/Desktop/birdnet_audio/coyote/data/test/test_dataset.wav	297.0
