Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
54	Spectrogram 1	1	252.0	255.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.1358	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	252.0
55	Spectrogram 1	1	255.0	258.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9514	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	255.0
56	Spectrogram 1	1	261.0	264.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.8812	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	261.0
57	Spectrogram 1	1	264.0	267.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9344	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	264.0
58	Spectrogram 1	1	267.0	270.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9449	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	267.0
59	Spectrogram 1	1	282.0	285.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.1188	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	282.0
60	Spectrogram 1	1	285.0	288.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.1261	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	285.0
61	Spectrogram 1	1	288.0	291.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9003	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	288.0
62	Spectrogram 1	1	291.0	294.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.5491	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	291.0
63	Spectrogram 1	1	300.0	303.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.8772	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	300.0
64	Spectrogram 1	1	303.0	306.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.7257	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	303.0
65	Spectrogram 1	1	306.0	309.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9346	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	306.0
66	Spectrogram 1	1	309.0	312.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9641	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	309.0
67	Spectrogram 1	1	315.0	318.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9677	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	315.0
68	Spectrogram 1	1	318.0	321.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.1039	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	318.0
69	Spectrogram 1	1	324.0	327.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.8621	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	324.0
70	Spectrogram 1	1	327.0	330.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9477	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	327.0
71	Spectrogram 1	1	330.0	333.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9752	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	330.0
72	Spectrogram 1	1	336.0	339.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9067	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	336.0
73	Spectrogram 1	1	342.0	345.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9554	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	342.0
74	Spectrogram 1	1	348.0	351.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9257	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	348.0
75	Spectrogram 1	1	351.0	354.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.2010	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	351.0
76	Spectrogram 1	1	357.0	360.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9578	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	357.0
77	Spectrogram 1	1	363.0	366.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9066	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	363.0
78	Spectrogram 1	1	366.0	369.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9327	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	366.0
79	Spectrogram 1	1	372.0	375.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9848	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	372.0
80	Spectrogram 1	1	384.0	387.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.7598	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	384.0
81	Spectrogram 1	1	387.0	390.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9400	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	387.0
82	Spectrogram 1	1	396.0	399.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.8104	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	396.0
83	Spectrogram 1	1	402.0	405.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9711	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	402.0
84	Spectrogram 1	1	405.0	408.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9374	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	405.0
85	Spectrogram 1	1	423.0	426.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9647	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	423.0
86	Spectrogram 1	1	432.0	435.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9005	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	432.0
87	Spectrogram 1	1	435.0	438.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.6680	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	435.0
88	Spectrogram 1	1	441.0	444.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9719	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	441.0
89	Spectrogram 1	1	444.0	447.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.1913	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	444.0
90	Spectrogram 1	1	447.0	450.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.8018	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	447.0
