Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
44	Spectrogram 1	1	168.0	171.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.6128	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	168.0
45	Spectrogram 1	1	171.0	174.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.8632	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	171.0
46	Spectrogram 1	1	174.0	177.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.8879	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	174.0
47	Spectrogram 1	1	177.0	180.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9164	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	177.0
48	Spectrogram 1	1	180.0	183.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.1681	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	180.0
49	Spectrogram 1	1	183.0	186.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.8876	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	183.0
50	Spectrogram 1	1	186.0	189.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.8191	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	186.0
51	Spectrogram 1	1	189.0	192.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.8807	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	189.0
52	Spectrogram 1	1	195.0	198.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.8778	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	195.0
53	Spectrogram 1	1	198.0	201.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.1445	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	198.0
54	Spectrogram 1	1	201.0	204.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.1189	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	201.0
55	Spectrogram 1	1	204.0	207.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.8929	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	204.0
56	Spectrogram 1	1	210.0	213.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.3687	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	210.0
57	Spectrogram 1	1	213.0	216.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.6581	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	213.0
58	Spectrogram 1	1	219.0	222.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.1763	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	219.0
59	Spectrogram 1	1	222.0	225.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.7517	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	222.0
60	Spectrogram 1	1	231.0	234.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.7632	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	231.0
61	Spectrogram 1	1	234.0	237.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.8884	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	234.0
62	Spectrogram 1	1	243.0	246.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.7133	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	243.0
63	Spectrogram 1	1	246.0	249.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.8683	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	246.0
64	Spectrogram 1	1	252.0	255.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.3259	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	252.0
65	Spectrogram 1	1	255.0	258.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9298	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	255.0
66	Spectrogram 1	1	261.0	264.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.8800	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	261.0
67	Spectrogram 1	1	264.0	267.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.8918	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	264.0
68	Spectrogram 1	1	267.0	270.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9113	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	267.0
69	Spectrogram 1	1	270.0	273.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.1004	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	270.0
70	Spectrogram 1	1	273.0	276.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.1398	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	273.0
71	Spectrogram 1	1	282.0	285.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.2050	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	282.0
72	Spectrogram 1	1	285.0	288.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.1441	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	285.0
73	Spectrogram 1	1	288.0	291.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9026	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	288.0
74	Spectrogram 1	1	291.0	294.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.5733	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	291.0
75	Spectrogram 1	1	300.0	303.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.8084	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	300.0
76	Spectrogram 1	1	303.0	306.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.7394	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	303.0
77	Spectrogram 1	1	306.0	309.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.8718	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	306.0
78	Spectrogram 1	1	309.0	312.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9472	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	309.0
79	Spectrogram 1	1	315.0	318.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9422	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	315.0
80	Spectrogram 1	1	318.0	321.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.2576	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	318.0
81	Spectrogram 1	1	321.0	324.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.1318	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	321.0
82	Spectrogram 1	1	324.0	327.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.8065	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	324.0
83	Spectrogram 1	1	327.0	330.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.7706	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	327.0
84	Spectrogram 1	1	330.0	333.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9584	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	330.0
85	Spectrogram 1	1	336.0	339.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.8827	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	336.0
86	Spectrogram 1	1	339.0	342.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.2953	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	339.0
87	Spectrogram 1	1	342.0	345.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9340	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	342.0
88	Spectrogram 1	1	345.0	348.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.1078	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	345.0
89	Spectrogram 1	1	348.0	351.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9278	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	348.0
90	Spectrogram 1	1	351.0	354.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.2084	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	351.0
91	Spectrogram 1	1	357.0	360.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.8519	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	357.0
92	Spectrogram 1	1	363.0	366.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.8927	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	363.0
93	Spectrogram 1	1	366.0	369.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.8427	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	366.0
94	Spectrogram 1	1	369.0	372.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.1211	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	369.0
95	Spectrogram 1	1	372.0	375.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9537	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	372.0
96	Spectrogram 1	1	375.0	378.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.1217	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	375.0
97	Spectrogram 1	1	378.0	381.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.3124	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	378.0
98	Spectrogram 1	1	384.0	387.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.7543	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	384.0
99	Spectrogram 1	1	387.0	390.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9190	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	387.0
100	Spectrogram 1	1	396.0	399.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.6797	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	396.0
101	Spectrogram 1	1	402.0	405.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9281	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	402.0
102	Spectrogram 1	1	405.0	408.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.8880	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	405.0
103	Spectrogram 1	1	408.0	411.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.1543	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	408.0
104	Spectrogram 1	1	411.0	414.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.2176	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	411.0
105	Spectrogram 1	1	414.0	417.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.1133	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	414.0
106	Spectrogram 1	1	423.0	426.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9403	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	423.0
107	Spectrogram 1	1	432.0	435.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.8729	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	432.0
108	Spectrogram 1	1	435.0	438.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.7296	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	435.0
109	Spectrogram 1	1	441.0	444.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9447	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	441.0
110	Spectrogram 1	1	444.0	447.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.4848	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	444.0
111	Spectrogram 1	1	447.0	450.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.7382	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	447.0
