Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
17	Spectrogram 1	1	84.0	87.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9947	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	84.0
18	Spectrogram 1	1	87.0	90.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9864	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	87.0
19	Spectrogram 1	1	90.0	93.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9771	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	90.0
20	Spectrogram 1	1	93.0	96.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9876	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	93.0
21	Spectrogram 1	1	96.0	99.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9976	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	96.0
22	Spectrogram 1	1	99.0	102.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9266	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	99.0
23	Spectrogram 1	1	102.0	105.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.8622	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	102.0
24	Spectrogram 1	1	108.0	111.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9700	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	108.0
25	Spectrogram 1	1	111.0	114.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9927	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	111.0
26	Spectrogram 1	1	114.0	117.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9897	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	114.0
27	Spectrogram 1	1	117.0	120.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9951	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	117.0
28	Spectrogram 1	1	126.0	129.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.1052	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	126.0
29	Spectrogram 1	1	129.0	132.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.7363	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	129.0
30	Spectrogram 1	1	132.0	135.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9884	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	132.0
31	Spectrogram 1	1	153.0	156.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.5795	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	153.0
32	Spectrogram 1	1	156.0	159.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9255	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	156.0
33	Spectrogram 1	1	159.0	162.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9988	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	159.0
34	Spectrogram 1	1	165.0	168.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9838	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	165.0
35	Spectrogram 1	1	168.0	171.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9416	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	168.0
36	Spectrogram 1	1	171.0	174.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9829	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	171.0
37	Spectrogram 1	1	174.0	177.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9958	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	174.0
38	Spectrogram 1	1	177.0	180.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9698	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	177.0
39	Spectrogram 1	1	183.0	186.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9864	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	183.0
40	Spectrogram 1	1	186.0	189.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9856	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	186.0
41	Spectrogram 1	1	189.0	192.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9939	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	189.0
42	Spectrogram 1	1	195.0	198.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9881	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	195.0
43	Spectrogram 1	1	204.0	207.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9827	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	204.0
44	Spectrogram 1	1	213.0	216.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.4836	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	213.0
45	Spectrogram 1	1	222.0	225.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9458	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	222.0
46	Spectrogram 1	1	231.0	234.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.8967	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	231.0
47	Spectrogram 1	1	234.0	237.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9785	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	234.0
48	Spectrogram 1	1	243.0	246.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.8436	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	243.0
49	Spectrogram 1	1	246.0	249.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9689	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	246.0
50	Spectrogram 1	1	255.0	258.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9965	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	255.0
51	Spectrogram 1	1	261.0	264.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9611	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	261.0
52	Spectrogram 1	1	264.0	267.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9884	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	264.0
53	Spectrogram 1	1	267.0	270.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9871	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	267.0
54	Spectrogram 1	1	288.0	291.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9919	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	288.0
55	Spectrogram 1	1	291.0	294.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.7469	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	291.0
56	Spectrogram 1	1	300.0	303.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9411	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	300.0
57	Spectrogram 1	1	303.0	306.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9409	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	303.0
58	Spectrogram 1	1	306.0	309.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9869	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	306.0
59	Spectrogram 1	1	309.0	312.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9969	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	309.0
60	Spectrogram 1	1	315.0	318.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9948	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	315.0
61	Spectrogram 1	1	324.0	327.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9801	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	324.0
62	Spectrogram 1	1	327.0	330.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9884	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	327.0
63	Spectrogram 1	1	330.0	333.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9977	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	330.0
64	Spectrogram 1	1	336.0	339.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9854	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	336.0
65	Spectrogram 1	1	342.0	345.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9946	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	342.0
66	Spectrogram 1	1	348.0	351.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9938	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	348.0
67	Spectrogram 1	1	357.0	360.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9903	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	357.0
68	Spectrogram 1	1	363.0	366.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9656	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	363.0
69	Spectrogram 1	1	366.0	369.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9419	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	366.0
70	Spectrogram 1	1	372.0	375.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9993	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	372.0
71	Spectrogram 1	1	384.0	387.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.8935	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	384.0
72	Spectrogram 1	1	387.0	390.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9956	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	387.0
73	Spectrogram 1	1	396.0	399.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.8581	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	396.0
74	Spectrogram 1	1	402.0	405.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9905	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	402.0
75	Spectrogram 1	1	405.0	408.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9901	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	405.0
76	Spectrogram 1	1	423.0	426.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9970	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	423.0
77	Spectrogram 1	1	432.0	435.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9579	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	432.0
78	Spectrogram 1	1	435.0	438.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9227	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	435.0
79	Spectrogram 1	1	441.0	444.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9983	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	441.0
80	Spectrogram 1	1	444.0	447.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.1149	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	444.0
81	Spectrogram 1	1	447.0	450.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.8566	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	447.0
