Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
57	Spectrogram 1	1	306.0	309.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9961	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	306.0
58	Spectrogram 1	1	309.0	312.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9915	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	309.0
59	Spectrogram 1	1	315.0	318.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9958	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	315.0
60	Spectrogram 1	1	324.0	327.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9889	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	324.0
61	Spectrogram 1	1	327.0	330.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9853	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	327.0
62	Spectrogram 1	1	330.0	333.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9988	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	330.0
63	Spectrogram 1	1	336.0	339.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9883	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	336.0
64	Spectrogram 1	1	342.0	345.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9962	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	342.0
65	Spectrogram 1	1	348.0	351.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9938	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	348.0
66	Spectrogram 1	1	357.0	360.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9931	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	357.0
67	Spectrogram 1	1	363.0	366.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9698	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	363.0
68	Spectrogram 1	1	366.0	369.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9719	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	366.0
69	Spectrogram 1	1	372.0	375.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9995	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	372.0
70	Spectrogram 1	1	384.0	387.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9173	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	384.0
71	Spectrogram 1	1	387.0	390.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9938	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	387.0
72	Spectrogram 1	1	396.0	399.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.8930	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	396.0
73	Spectrogram 1	1	402.0	405.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9972	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	402.0
74	Spectrogram 1	1	405.0	408.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9914	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	405.0
75	Spectrogram 1	1	423.0	426.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9977	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	423.0
76	Spectrogram 1	1	432.0	435.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9828	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	432.0
77	Spectrogram 1	1	435.0	438.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.8452	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	435.0
78	Spectrogram 1	1	441.0	444.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.9952	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	441.0
79	Spectrogram 1	1	447.0	450.0	0	15000	catesbeianus American Bullfrog	Lithobates_catesbeianus American Bullfrog	0.8284	/Users/amy/Desktop/birdnet_audio/bullfrog/data/test/test_dataset.wav	447.0
